,uidA,uidB,Predicted Classes,Probability Score,Regression Value,mean_prob_aff,stringdb_check,score_norm,uidA_irefindex,uidB_irefindex,method,Host_organism_taxid,numParticipants,irefindex_check,GeneA,GeneB,OP_A,OP_B,OP_check
444095,A8MXT2,Q9Y4K3,1,0.551219512195122,0.4016330586397766,0.4764262854174493,0,,,,,,,0,MAGEB17,TRAF6,0,1,1
444498,O94972,P43235,1,0.551219512195122,0.4016329284002055,0.4764262202976637,0,,,,,,,0,TRIM37,CTSK,0,1,1
444678,O00232,P08123,1,0.551219512195122,0.4016329900199966,0.4764262511075593,0,,,,,,,0,PSMD12,COL1A2,0,1,1
444813,P05997,P07204,1,0.551219512195122,0.4016329839481581,0.47642624807164,0,,,,,,,0,COL5A2,THBD,1,0,1
444831,P04637,Q92530,1,0.551219512195122,0.4016330429237425,0.4764262775594322,0,,,,,,,0,TP53,PSMF1,1,0,1
444875,P43235,Q9H2G4,1,0.551219512195122,0.4016330902473051,0.4764263012212135,0,,,,,,,0,CTSK,TSPYL2,1,0,1
445203,P03979,P12643,1,0.551219512195122,0.4016331565039173,0.4764263343495196,0,,,,,,,0,TRGV3,BMP2,0,1,1
445427,O60218,P05997,1,0.551219512195122,0.4016328801286519,0.476426196161887,0,,,,,,,0,AKR1B10,COL5A2,0,1,1
445903,A6NKL6,P04637,1,0.526829268292683,0.401633042968232,0.4642311556304574,0,,,,,,,0,TMEM200C,TP53,0,1,1
445991,P01258,P01258,1,0.8341463414634146,0.4087963209636332,0.6214713312135239,0,,,,,,,0,CALCA,CALCA,1,1,1
446041,A6NM43,P10415,1,0.551219512195122,0.401632888398521,0.4764262002968215,0,,,,,,,0,CCT8L1P,BCL2,0,1,1
446603,P01106,Q9P1V8,1,0.526829268292683,0.4016331388178382,0.4642312035552606,0,,,,,,,0,MYC,SAMD15,1,0,1
446817,A0A0B4J1U3,P04198,1,0.551219512195122,0.4016330986278211,0.4764263054114716,0,,,,,,,0,IGLV1-36,MYCN,0,1,1
446818,P12524,Q969J2,1,0.526829268292683,0.4016332269499233,0.4642312476213031,0,,,,,,,0,MYCL,ZKSCAN4,1,0,1
449023,A8MUP6,P02461,1,0.526829268292683,0.401681139260317,0.4642552037765,0,,,,,,,0,GSG1L2,COL3A1,0,1,1
450005,Q04206,Q56P03,1,0.551219512195122,0.4016329772995901,0.476426244747356,0,,,,,,,0,RELA,EAPP,1,0,1
450154,P02452,P11166,1,0.551219512195122,0.4016331246013156,0.4764263183982188,0,,,,,,,0,COL1A1,SLC2A1,1,0,1
450333,P10415,Q8TES7,1,0.551219512195122,0.4016328680747457,0.4764261901349338,0,,,,,,,0,BCL2,FBF1,1,0,1
450627,P12643,Q86TY3,1,0.5365853658536585,0.4016331575391526,0.4691092616964055,0,,,,,,,0,BMP2,ARMH4,1,0,1
450857,P10415,Q8IZJ4,1,0.526829268292683,0.4016331430722653,0.4642312056824741,0,,,,,,,0,BCL2,RGL4,1,0,1
451466,P02452,Q99705,1,0.526829268292683,0.4016332622339023,0.4642312652632926,0,,,,,,,0,COL1A1,MCHR1,1,0,1
451492,P31749,Q9ULE3,1,0.551219512195122,0.4016330526412385,0.4764262824181802,0,,,,,,,0,AKT1,DENND2A,1,0,1
451970,P06401,Q5TB80,1,0.551219512195122,0.4016328829068979,0.4764261975510099,0,,,,,,,0,PGR,CEP162,1,0,1
452100,P10415,Q14203,1,0.526829268292683,0.4016811091751727,0.4642551887339278,0,,,,,,,0,BCL2,DCTN1,1,0,1
452166,P05997,Q5T036,1,0.526829268292683,0.4016812299556844,0.4642552491241837,0,,,,,,,0,COL5A2,FAM120AOS,1,0,1
453000,P04198,Q86WR6,1,0.526829268292683,0.4016331282022677,0.4642311982474753,0,,,,,,,0,MYCN,CHCT1,1,0,1
453662,P43235,Q14CM0,1,0.526829268292683,0.4016811727795797,0.4642552205361313,0,,,,,,,0,CTSK,FRMPD4,1,0,1
453877,P31749,Q15643,1,0.551219512195122,0.4016327834647105,0.4764261478299162,0,,,,,,,0,AKT1,TRIP11,1,0,1
453995,P02818,Q15233,1,0.551219512195122,0.4016330275228366,0.4764262698589793,0,,,,,,,0,BGLAP,NONO,1,0,1
454521,P02818,Q02086,1,0.551219512195122,0.4016330488258989,0.4764262805105104,0,,,,,,,0,BGLAP,SP2,1,0,1
454691,P04004,Q9Y4K4,1,0.551219512195122,0.4016329074892609,0.4764262098421914,0,,,,,,,0,VTN,MAP4K5,1,0,1
454993,P05997,Q6IB77,1,0.551219512195122,0.4016328674014979,0.47642618979831,0,,,,,,,0,COL5A2,GLYAT,1,0,1
455507,P25940,Q9BR76,1,0.551219512195122,0.4016328811259135,0.4764261966605178,0,,,,,,,0,COL5A3,CORO1B,1,0,1
455617,P01824,P12643,1,0.551219512195122,0.4016330955702744,0.4764263038826982,0,,,,,,,0,IGHV4-39,BMP2,0,1,1
456112,P23219,Q14692,1,0.551219512195122,0.4016329028562463,0.4764262075256841,0,,,,,,,0,PTGS1,BMS1,1,0,1
456440,O14490,P12931,1,0.551219512195122,0.4016328814883864,0.4764261968417542,0,,,,,,,0,DLGAP1,SRC,0,1,1
457255,O75452,P02461,1,0.551219512195122,0.4016328993366432,0.4764262057658825,0,,,,,,,0,RDH16,COL3A1,0,1,1
457658,P05997,P27701,1,0.551219512195122,0.4016330602072528,0.4764262862011874,0,,,,,,,0,COL5A2,CD82,1,0,1
459395,P42574,Q99496,1,0.526829268292683,0.4016333620138077,0.4642313151532453,0,,,,,,,0,CASP3,RNF2,1,0,1
460048,P08123,Q8N205,1,0.5219512195121951,0.4016811346156491,0.4618161770639221,0,,,,,,,0,COL1A2,SYNE4,1,0,1
460357,O76074,P43235,1,0.551219512195122,0.4016329420021601,0.476426227098641,0,,,,,,,0,PDE5A,CTSK,0,1,1
461079,Q04206,Q9H344,1,0.551219512195122,0.4016332487935269,0.4764263804943244,0,,,,,,,0,RELA,OR51I2,1,0,1
461625,O15209,Q9UNN8,1,0.551219512195122,0.4016330682320214,0.4764262902135717,0,,,,,,,0,ZBTB22,PROCR,0,1,1
461874,A8MZ26,P01106,1,0.551219512195122,0.4016332307386514,0.4764263714668867,0,,,,,,,0,EFCAB9,MYC,0,1,1
461975,P31749,Q9P2H0,1,0.551219512195122,0.4016330107758112,0.4764262614854666,0,,,,,,,0,AKT1,CEP126,1,0,1
462400,P02461,P43121,1,0.526829268292683,0.4016332575304589,0.4642312629115709,0,,,,,,,0,COL3A1,MCAM,1,0,1
462588,P21854,P25940,1,0.551219512195122,0.4016328556223654,0.4764261839087437,0,,,,,,,0,CD72,COL5A3,0,1,1
462623,P04637,Q9NRV9,1,0.551219512195122,0.4016330868270817,0.4764262995111018,0,,,,,,,0,TP53,HEBP1,1,0,1
462963,P25940,Q6DN72,1,0.551219512195122,0.4016328148724081,0.476426163533765,0,,,,,,,0,COL5A3,FCRL6,1,0,1
463151,P02452,Q7Z7G1,1,0.551219512195122,0.4016328996573602,0.4764262059262411,0,,,,,,,0,COL1A1,CLNK,1,0,1
463198,P34972,Q58F21,1,0.5219512195121951,0.4016812822758752,0.4618162508940351,0,,,,,,,0,CNR2,BRDT,1,0,1
463427,P01258,Q9H1K6,1,0.551219512195122,0.4016329331222739,0.4764262226586979,0,,,,,,,0,CALCA,TLNRD1,1,0,1
463843,Q5VSY0,Q9BQB4,1,0.551219512195122,0.4016330068051745,0.4764262595001483,0,,,,,,,0,GKAP1,SOST,0,1,1
464169,O95772,P12643,1,0.5365853658536585,0.4016332865061824,0.4691093261799204,0,,,,,,,0,STARD3NL,BMP2,0,1,1
464177,O14788,P52736,1,0.551219512195122,0.4016329281382514,0.4764262201666867,0,,,,,,,0,TNFSF11,ZNF133,1,0,1
464588,P49841,Q9UNA4,1,0.551219512195122,0.4016329278325883,0.4764262200138551,0,,,,,,,0,GSK3B,POLI,1,0,1
464841,O75159,P02461,1,0.551219512195122,0.4016329996158962,0.4764262559055091,0,,,,,,,0,SOCS5,COL3A1,0,1,1
465017,P02818,P0CAP2,1,0.526829268292683,0.4016332393752347,0.4642312538339588,0,,,,,,,0,BGLAP,POLR2M,1,0,1
465255,P02461,Q5T6V5,1,0.551219512195122,0.4016329705297162,0.476426241362419,0,,,,,,,0,COL3A1,C9orf64,1,0,1
465776,Q04206,Q96RD1,1,0.526829268292683,0.4016333129254151,0.464231290609049,0,,,,,,,0,RELA,OR6C1,1,0,1
466592,P02452,Q8N465,1,0.551219512195122,0.4016329390024182,0.4764262255987701,0,,,,,,,0,COL1A1,D2HGDH,1,0,1
466891,P20908,P47870,1,0.526829268292683,0.4016812881662213,0.4642552782294521,0,,,,,,,0,COL5A1,GABRB2,1,0,1
466904,O75185,P17612,1,0.551219512195122,0.4016328265591332,0.4764261693771275,0,,,,,,,0,ATP2C2,PRKACA,0,1,1
467064,P05997,Q8TED0,1,0.5219512195121951,0.4016811918040116,0.4618162056581033,0,,,,,,,0,COL5A2,UTP15,1,0,1
467235,P25940,Q674X7,1,0.551219512195122,0.401632973632778,0.4764262429139499,0,,,,,,,0,COL5A3,KAZN,1,0,1
468174,P06401,Q86YG4,1,0.551219512195122,0.4016329109405379,0.4764262115678299,0,,,,,,,0,PGR,NT5DC4,1,0,1
468936,P05997,P36406,1,0.551219512195122,0.4016328936968127,0.4764262029459674,0,,,,,,,0,COL5A2,TRIM23,1,0,1
469085,P05412,P62312,1,0.551219512195122,0.4016329847440334,0.4764262484695777,0,,,,,,,0,JUN,LSM6,1,0,1
469763,P31749,Q9UEG4,1,0.551219512195122,0.4016329477735119,0.4764262299843169,0,,,,,,,0,AKT1,ZNF629,1,0,1
470376,P20908,P53634,1,0.5219512195121951,0.4016811386061224,0.4618161790591588,0,,,,,,,0,COL5A1,CTSC,1,0,1
470416,P31749,Q8WV41,1,0.526829268292683,0.4016331347898393,0.4642312015412611,0,,,,,,,0,AKT1,SNX33,1,0,1
470426,P06401,P54868,1,0.551219512195122,0.4016329919355502,0.476426252065336,0,,,,,,,0,PGR,HMGCS2,1,0,1
470915,P12755,P17612,1,0.551219512195122,0.4016329361883083,0.4764262241917151,1,0.0141342756183745,,,,,,0,SKI,PRKACA,0,1,1
473427,P04637,Q92541,1,0.551219512195122,0.4016327786287146,0.4764261454119183,0,,,,,,,0,TP53,RTF1,1,0,1
473915,P10275,P10275,1,0.8682926829268293,0.4116011300388016,0.6399469064828154,0,,,,,,,0,AR,AR,1,1,1
474403,P23219,Q8NI08,1,0.551219512195122,0.4016331215082012,0.4764263168516616,0,,,,,,,0,PTGS1,NCOA7,1,0,1
475011,P18075,P18075,1,0.8146341463414634,0.4003572107018514,0.6074956785216574,0,,,,,,,0,BMP7,BMP7,1,1,1
475863,P19838,Q9UJA3,1,0.551219512195122,0.4016329973842885,0.4764262547897052,0,,,,,,,0,NFKB1,MCM8,1,0,1
475908,P02818,Q9NSD4,1,0.551219512195122,0.4016330118786612,0.4764262620368916,0,,,,,,,0,BGLAP,ZNF275,1,0,1
475913,P08123,Q16719,1,0.551219512195122,0.4016332014777241,0.476426356836423,0,,,,,,,0,COL1A2,KYNU,1,0,1
475936,Q8IYE1,Q9BQB4,1,0.551219512195122,0.401632998176555,0.4764262551858385,0,,,,,,,0,CCDC13,SOST,0,1,1
476268,P43235,Q96SN8,1,0.5219512195121951,0.4016811852306021,0.4618162023713986,0,,,,,,,0,CTSK,CDK5RAP2,1,0,1
476370,Q04206,Q9C0I3,1,0.551219512195122,0.4016330027233632,0.4764262574592426,0,,,,,,,0,RELA,CCSER1,1,0,1
477142,A7MCY6,P18075,1,0.526829268292683,0.4016332810802229,0.4642312746864529,0,,,,,,,0,TBKBP1,BMP7,0,1,1
477313,P04198,Q8N945,1,0.526829268292683,0.4016332119099201,0.4642312401013015,0,,,,,,,0,MYCN,PRELID2,1,0,1
478422,P43235,Q8TBE0,1,0.551219512195122,0.4016330192966584,0.4764262657458902,0,,,,,,,0,CTSK,BAHD1,1,0,1
478469,Q86U38,Q9UNN8,1,0.551219512195122,0.4016328808090315,0.4764261965020767,0,,,,,,,0,NOP9,PROCR,0,1,1
478529,P02452,P18887,1,0.551219512195122,0.4016328198443709,0.4764261660197464,0,,,,,,,0,COL1A1,XRCC1,1,0,1
478589,P05997,Q9NU63,1,0.551219512195122,0.4016327920522882,0.4764261521237051,0,,,,,,,0,COL5A2,ZFP57,1,0,1
478730,O75665,P12524,1,0.5219512195121951,0.4016812951501352,0.4618162573311651,0,,,,,,,0,OFD1,MYCL,0,1,1
